count;name;price;url
424;"Ноутбук Fujitsu A357; Core i3-6006U, Intel UHD Graphics, 8 Гб, 256 Гб, Нет";15 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_fujitsu_a357_core_i3_6006u_intel_uhd_graphics_8_gb_256_gb_net_1/
425;"Ноутбук ASUS D540MA-GQ251T; Silver N5030, Intel UHD Graphics 605, 4 Гб, 120 Гб, Нет";15 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_asus_d540ma_gq251t_silver_n5030_intel_uhd_graphics_605_4_gb_120_gb_net/
426;"Ноутбук ASUS; Pentium N4200, Intel HD Graphics 505, 4 Гб, Нет, 500 Гб";15 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_asus_pentium_n4200_intel_hd_graphics_505_4_gb_net_500_gb_2/
427;"Ноутбук Acer; A6-9220e, Radeon R4 series, 4 Гб, 120 Гб, Нет";15 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_acer_a6_9220e_radeon_r4_series_4_gb_120_gb_net_2/
428;"Ноутбук Lenovo; A9-9425, Radeon R5 series, 8 Гб, Нет, 1 Tb";15 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_lenovo_a9_9425_radeon_r5_series_8_gb_net_1_tb_1/
429;"Ноутбук HP; Pentium N3710, HD Graphics, 8 Гб, 512 GB, Нет";15 900;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_hp_pentium_n3710_hd_graphics_8_gb_512_gb_net/
430;"Ноутбук Lenovo; A6-7310, Radeon R4 series, 4 Гб, 128 Гб, Нет";15 590;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_lenovo_a6_7310_radeon_r4_series_4_gb_128_gb_net/
431;"Ноутбук HP probook 640 g; Core i5-4210M, Intel HD Graphics 4600, 8 Гб, 256 Гб, Нет";15 590;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_hp_probook_640_g_core_i5_4210m_intel_hd_graphics_4600_8_gb_256_gb_net/
432;"Ноутбук ASUS; Celeron N4000, HD Graphics, 4 Гб, 500 Гб";15 590;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_asus_celeron_n4000_hd_graphics_4_gb_500_gb/
433;"Ноутбук Lenovo; Core i3-6006U, Intel HD Graphics 520, 4 Гб, Нет, 1 Tb";15 500;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_lenovo_core_i3_6006u_intel_hd_graphics_520_4_gb_net_1_tb_1/
434;"Ноутбук HP 15-rb096ur; A6-9220, Radeon R4 series, 4 Гб, Нет";15 500;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_hp_15_rb096ur_a6_9220_radeon_r4_series_4_gb_net_1/
435;"Ноутбук HP hp probook 430 g2; Core i3-5010U, Intel HD Graphics 5500, 8 Гб, 240 Гб, Нет";15 500;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_hp_hp_probook_430_g2_core_i3_5010u_intel_hd_graphics_5500_8_gb_240_gb_net/
436;"Ноутбук HP HP PRO BOOK; Core i5-4310M, Intel HD Graphics 4600, 10 Гб, 240 Гб, Нет";15 500;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_hp_hp_pro_book_core_i5_4310m_intel_hd_graphics_4600_10_gb_240_gb_net/
437;"Ноутбук Lenovo S145-15AST; A6-9225, Radeon 530, 4 Гб, 256 Гб, Нет";15 500;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_lenovo_s145_15ast_a6_9225_radeon_530_4_gb_256_gb_net_1/
438;"Ноутбук Acer; Celeron N4020, Intel UHD Graphics 600, 4 Гб, Нет, 1 Tb";15 500;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_acer_celeron_n4020_intel_uhd_graphics_600_4_gb_net_1_tb/
439;"Ноутбук Lenovo 80TJ; A6-7310, Radeon R4 series, 4 Гб, 500 Гб";15 500;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_lenovo_80tj_a6_7310_radeon_r4_series_4_gb_500_gb_1/
440;"Ноутбук ASUS; Core i5-4200U, GeForce 820M, 4 Гб, Нет, 750 Гб";15 500;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_asus_core_i5_4200u_geforce_820m_4_gb_net_750_gb_1/
441;"Ноутбук Lenovo Ideapad 320-15AST; A6-9220, Radeon R4 series, 4 Гб, Нет, 500 Гб";15 490;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_lenovo_ideapad_320_15ast_a6_9220_radeon_r4_series_4_gb_net_500_gb_1/
442;"Ноутбук Acer; Core i5-4200U, HD Graphics famile, 8 Гб, Нет, 500 Гб";15 490;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_acer_core_i5_4200u_hd_graphics_famile_8_gb_net_500_gb/
443;"Ноутбук Lenovo; A4-9120, Radeon R3 series, 4 Гб, Нет, 60 Гб";14 999;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_lenovo_a4_9120_radeon_r3_series_4_gb_net_60_gb/
444;"Ноутбук Lenovo V110; A6-9210, Radeon R4 series, 4 Гб, Нет, 500 Гб";14 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_lenovo_v110_a6_9210_radeon_r4_series_4_gb_net_500_gb_1/
445;"Ноутбук APPLE MacBook Pro 2011;";14 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_apple_macbook_pro_2011_1/
446;"Ноутбук Lenovo ideapad s145-15ast; A4-9125, Нет, 4 Гб, Нет, 1 Tb";14 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_lenovo_ideapad_s145_15ast_a4_9125_net_4_gb_net_1_tb/
447;"Ноутбук Lenovo; A6-7310, Radeon R5 M330, 4 Гб, Нет, 500 Гб";14 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_lenovo_a6_7310_radeon_r5_m330_4_gb_net_500_gb/
448;"Ноутбук Acer; A4-9120, Radeon R3 series, 4 Гб, Нет, 120 Гб";14 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_acer_a4_9120_radeon_r3_series_4_gb_net_120_gb/
449;"Ноутбук Lenovo; Celeron N4020, Intel UHD Graphics 600, 4 Гб, Нет, 1 Tb";14 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_lenovo_celeron_n4020_intel_uhd_graphics_600_4_gb_net_1_tb/
450;"Ноутбук Lenovo; A4-9120, Radeon R3 series, 4 Гб, Нет, 1 Tb";14 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_lenovo_a4_9120_radeon_r3_series_4_gb_net_1_tb/
451;"Ноутбук ASUS; Pentium N4200, Intel HD Graphics 505, 4 Гб, Нет, 320 Гб";14 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_asus_pentium_n4200_intel_hd_graphics_505_4_gb_net_320_gb_1/
452;"Ноутбук Lenovo B5400; Core i3-4000M, GeForce GT 720M, 4 Гб, Нет, 500 Гб";14 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_lenovo_b5400_core_i3_4000m_geforce_gt_720m_4_gb_net_500_gb/
453;"Ноутбук ASUS; Pentium N5000, HD Graphics, 4 Гб, 256 Гб, Нет";14 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_asus_pentium_n5000_hd_graphics_4_gb_256_gb_net/
454;"Ноутбук HP B; Core i7-2670QM, Radeon HD 6670, 6 Гб, Нет, 750 Гб";14 900;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_hp_b_core_i7_2670qm_radeon_hd_6670_6_gb_net_750_gb_1/
455;Ноутбук Apple macbook air 11 2013;14 900;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_apple_macbook_air_11_2013_1/
456;"Ноутбук Lenovo ideapad 330; A4-9125, Radeon R3 series, 4 Гб, Нет, 1 Tb";14 900;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_lenovo_ideapad_330_a4_9125_radeon_r3_series_4_gb_net_1_tb/
457;"Ноутбук Lenovo; A4-7210, Radeon R3 series, 4 Гб, Нет, 500 Гб";14 590;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_lenovo_a4_7210_radeon_r3_series_4_gb_net_500_gb_1/
458;"Ноутбук ASUS K541U; Core i3-7100U, GeForce 920MX, 8 Гб, Нет, 1 Tb";14 590;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_asus_k541u_core_i3_7100u_geforce_920mx_8_gb_net_1_tb_2/
459;"Ноутбук Lenovo; Core i5-5200U, Intel HD Graphics 5500, 8 Гб, Нет, 1 Tb";14 500;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_lenovo_core_i5_5200u_intel_hd_graphics_5500_8_gb_net_1_tb/
460;Ноутбук Apple Macbook Air 13 2011;14 500;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_apple_macbook_air_13_2011/
461;"Ноутбук ASUS K543B MFG 2020/11; A9-9425, Radeon R5 series, 4 Гб, 256 Гб, Нет";14 500;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_asus_k543b_mfg_2020_11_a9_9425_radeon_r5_series_4_gb_256_gb_net/
462;"Ноутбук Lenovo; E2-9000, Radeon R2 series, 4 Гб, 250 Гб, Нет";14 500;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_lenovo_e2_9000_radeon_r2_series_4_gb_250_gb_net_1/
463;"Ноутбук ASUS X550D; A10-5750M, Radeon HD 8650G, 8 Гб, Нет, 1 Tb";14 500;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_asus_x550d_a10_5750m_radeon_hd_8650g_8_gb_net_1_tb/
464;"Ноутбук ASUS K540; A4-9125, Radeon R3 series, 4 Гб, 500 Гб";14 500;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_asus_k540_a4_9125_radeon_r3_series_4_gb_500_gb/
465;"Ноутбук DIGMA EVE 14 C420; Celeron N4020, Intel UHD Graphics 600, 4 Гб, 120 Гб, Нет";14 490;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_digma_eve_14_c420_celeron_n4020_intel_uhd_graphics_600_4_gb_120_gb_net_2/
466;"Ноутбук Acer ES1-522; E1-7010, Radeon R2 series, 2 Гб, 500 Гб";14 000;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_acer_es1_522_e1_7010_radeon_r2_series_2_gb_500_gb_2/
467;"Ноутбук Lenovo; AMD 3020e, HD Graphics, 8 Гб, 256 Гб, Нет";14 000;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_lenovo_amd_3020e_hd_graphics_8_gb_256_gb_net/
468;"Ноутбук Acer; Core i3-4000M, GeForce 820M, 4 Гб, Нет, 500 Гб";13 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_acer_core_i3_4000m_geforce_820m_4_gb_net_500_gb_1/
469;"Ноутбук CHUWI HeroBook Pro CWI514; Celeron N4020, HD Graphics, 8 Гб, 240 Гб, Нет";13 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_chuwi_herobook_pro_cwi514_celeron_n4020_hd_graphics_8_gb_240_gb_net/
470;"Ноутбук DNS; Celeron J4105, Intel UHD Graphics 600, 8 Гб, 240 Гб, 240 Гб";13 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_dns_celeron_j4105_intel_uhd_graphics_600_8_gb_240_gb_240_gb/
471;"Ноутбук Acer E5-573G-331J; Core i3-5005U, Intel HD Graphics 5500, 4 Гб, 500 Гб";13 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_acer_e5_573g_331j_core_i3_5005u_intel_hd_graphics_5500_4_gb_500_gb_2/
472;"Ноутбук Toshiba; Core i5-4200U, GeForce GT 710M, 4 Гб, Нет, 1 Tb";13 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_toshiba_core_i5_4200u_geforce_gt_710m_4_gb_net_1_tb/
473;"Ноутбук Lenovo .; A4-9125, Radeon R3 series, 8 Гб, Нет, 1 Tb";13 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_lenovo_a4_9125_radeon_r3_series_8_gb_net_1_tb/
474;"Ноутбук HP 15-db0016ne; A4-9125, AMD Radeon (TM) Graphics, 4 Гб, 120 Гб, 1 Tb";13 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_hp_15_db0016ne_a4_9125_amd_radeon_tm_graphics_4_gb_120_gb_1_tb/
475;"Ноутбук ASUS; A6-9225, Radeon R4 series, 4 Гб, 240 Гб, Нет";13 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_asus_a6_9225_radeon_r4_series_4_gb_240_gb_net_2/
476;"Ноутбук HP; A8-4500M, Radeon HD 7600G, 6 Гб, Нет, 500 Гб";13 900;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_hp_a8_4500m_radeon_hd_7600g_6_gb_net_500_gb/
477;"Ноутбук Acer; A6-7310, Radeon R4 series, 4 Гб, Нет, 500 Гб";13 900;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_acer_a6_7310_radeon_r4_series_4_gb_net_500_gb/
478;"Ноутбук ASUS K540B; A9-9425, Radeon R5 M200, 4 Гб, Нет, 500 Гб";13 900;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_asus_k540b_a9_9425_radeon_r5_m200_4_gb_net_500_gb/
479;"Ноутбук DIGMA; A9-9400, Radeon R5 series, 4 Гб, 120 Гб, Нет";13 900;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_digma_a9_9400_radeon_r5_series_4_gb_120_gb_net/
480;"Ноутбук APPLE Macbook Pro 2010;";13 500;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_apple_macbook_pro_2010_2/
481;"Ноутбук ASUS K540L; Core i3-5005U, GeForce 920M, 4 Гб, 120 Гб, 500 Гб";13 500;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_asus_k540l_core_i3_5005u_geforce_920m_4_gb_120_gb_500_gb/
482;"Ноутбук HP hp 15s-fq0081ur; Celeron N4020, Intel UHD Graphics 600, 4 Гб, Нет, 120 Гб";13 490;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_hp_hp_15s_fq0081ur_celeron_n4020_intel_uhd_graphics_600_4_gb_net_120_gb/
483;"Ноутбук HP; A6-9220, Radeon R5 M330, 8 Гб, 1 Tb";13 200;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_hp_a6_9220_radeon_r5_m330_8_gb_1_tb/
484;"Ноутбук ASUS D541N; Pentium N4200, HD Graphics, 4 Гб, Нет, 500 Гб";13 000;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_asus_d541n_pentium_n4200_hd_graphics_4_gb_net_500_gb_1/
485;"Ноутбук Lenovo; Celeron 6305, Intel UHD Graphics, 4 Гб, 256 Гб, Нет";12 999;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_lenovo_celeron_6305_intel_uhd_graphics_4_gb_256_gb_net/
486;"Ноутбук ASUS; A4-9125, Radeon R3 series, 4 Гб, 120 Гб, Нет";12 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_asus_a4_9125_radeon_r3_series_4_gb_120_gb_net_1/
487;"Ноутбук ASUS d540m; Celeron N4000, Intel UHD Graphics 600, 4 Гб, Нет, 500 Гб";12 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_asus_d540m_celeron_n4000_intel_uhd_graphics_600_4_gb_net_500_gb/
488;"Ноутбук DIGMA; Celeron N4020, Intel UHD Graphics 600, 8 Гб, 240 Гб, Нет";12 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_digma_celeron_n4020_intel_uhd_graphics_600_8_gb_240_gb_net/
489;"Ноутбук HP; A8-4500M, Radeon HD 7640G, 8 Гб, 128 Гб, Нет";12 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_hp_a8_4500m_radeon_hd_7640g_8_gb_128_gb_net_1/
490;"Ноутбук ASUS; A8-4500M, Radeon HD 7640G, 4 Гб, Нет, 500 Гб";12 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_asus_a8_4500m_radeon_hd_7640g_4_gb_net_500_gb_1/
491;"Ноутбук Lenovo 310-15IAP; Pentium N4200, Radeon R5 M430, 4 Гб, Нет, 500 Гб";12 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_lenovo_310_15iap_pentium_n4200_radeon_r5_m430_4_gb_net_500_gb/
492;"Ноутбук HP 15-bw013ur; A4-9120, Radeon R3 series, 4 Гб, Нет, 500 Гб";12 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_hp_15_bw013ur_a4_9120_radeon_r3_series_4_gb_net_500_gb/
493;"Ноутбук Lenovo ideapad 110-15acl; A4-7210, Radeon R5 M330, 8 Гб, 256 Гб, 500 Гб";12 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_lenovo_ideapad_110_15acl_a4_7210_radeon_r5_m330_8_gb_256_gb_500_gb/
494;"Ноутбук Lenovo; A6-9225, Radeon R4 series, 4 Гб, Нет, 500 Гб";12 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_lenovo_a6_9225_radeon_r4_series_4_gb_net_500_gb_3/
495;"Ноутбук Acer; Celeron N4020, Intel UHD Graphics 600, 4 Гб, Нет, 240 Гб";12 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_acer_celeron_n4020_intel_uhd_graphics_600_4_gb_net_240_gb/
496;"Ноутбук DELL; Celeron N4000, Intel UHD Graphics 600, 4 Гб, Нет, 500 Гб";12 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_dell_celeron_n4000_intel_uhd_graphics_600_4_gb_net_500_gb/
497;"Ноутбук ASUS; A4-9125, Radeon R3 series, 4 Гб, Нет, 500 Гб";12 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_asus_a4_9125_radeon_r3_series_4_gb_net_500_gb_3/
498;"Ноутбук HP 15-ba508ur; A6-7310, Radeon R5 M330, 4 Гб, Нет, 500 Гб";12 590;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_hp_15_ba508ur_a6_7310_radeon_r5_m330_4_gb_net_500_gb/
499;"Ноутбук Lenovo G50; Core i3-4010U, HD Graphics, 4 Гб, Нет, 500 Гб";12 500;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_lenovo_g50_core_i3_4010u_hd_graphics_4_gb_net_500_gb/
500;"Ноутбук Lenovo B590; Core i3-3110M, GeForce GT 720M, 4 Гб, Нет, 500 Гб";12 500;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_lenovo_b590_core_i3_3110m_geforce_gt_720m_4_gb_net_500_gb_1/
501;"Ноутбук HP; Pentium N3710, AMD Graphics, 8 Гб, 256 Гб, 500 Гб";12 500;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_hp_pentium_n3710_amd_graphics_8_gb_256_gb_500_gb/
502;"Ноутбук Acer Aspire N19H1; Celeron N4020, Intel UHD Graphics 600, 4 Гб, 120 Гб, Нет";12 500;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_acer_aspire_n19h1_celeron_n4020_intel_uhd_graphics_600_4_gb_120_gb_net/
503;"Ноутбук Acer A315-33-P40P; Pentium N3710, HD Graphics, 4 Гб, 500 Гб";11 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_acer_a315_33_p40p_pentium_n3710_hd_graphics_4_gb_500_gb/
504;"Ноутбук Haier; Celeron N4000, Intel UHD Graphics, 4 Гб, 64 Гб, Нет";11 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_haier_celeron_n4000_intel_uhd_graphics_4_gb_64_gb_net/
505;"Ноутбук DELL; Core i5-4300U, HD Graphics, 8 Гб, 250 Гб, Нет";11 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_dell_core_i5_4300u_hd_graphics_8_gb_250_gb_net/
506;"Ноутбук ASUS; A6-9225, Radeon R4 series, 4 Гб, Нет, 500 Гб";11 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_asus_a6_9225_radeon_r4_series_4_gb_net_500_gb_1/
507;"Ноутбук ASUS K56CB-XO030H; Core i3-3217U, GeForce GT 740M, 8 Гб, 120 Гб, 500 Гб";11 900;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_asus_k56cb_xo030h_core_i3_3217u_geforce_gt_740m_8_gb_120_gb_500_gb/
508;"Ноутбук HP; A6-4400M, Radeon HD 7750M, 4 Гб, Нет, 500 Гб";11 590;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_hp_a6_4400m_radeon_hd_7750m_4_gb_net_500_gb_1/
509;"Ноутбук HP Laptop 15-ra0xx; Celeron N3060, HD Graphics, 4 Гб, Нет, 500 Гб";11 590;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_hp_laptop_15_ra0xx_celeron_n3060_hd_graphics_4_gb_net_500_gb_1/
510;"Ноутбук Haier; Celeron N4000, Intel UHD Graphics, 4 Гб, 64 Гб, Нет";11 490;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_haier_celeron_n4000_intel_uhd_graphics_4_gb_64_gb_net_1/
511;"Ноутбук DIGMA; Pentium J3710, HD Graphics, 4 Гб, 120 Гб, Нет";11 000;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_digma_pentium_j3710_hd_graphics_4_gb_120_gb_net/
512;"Ноутбук HP; A8-4500M, Radeon HD 7640G, 8 Гб, Нет, 500 Гб";11 000;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_hp_a8_4500m_radeon_hd_7640g_8_gb_net_500_gb_2/
513;"Ноутбук Dexp athena t131; Celeron N2840, HD Graphics, 8 Гб, 120 Гб, Нет";10 999;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_dexp_athena_t131_celeron_n2840_hd_graphics_8_gb_120_gb_net_5/
514;"Ноутбук Acer Aspire ES 15; Celeron N3050, HD Graphics, 2 Гб, Нет, 500 Гб";10 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_acer_aspire_es_15_celeron_n3050_hd_graphics_2_gb_net_500_gb_1/
515;"Ноутбук ASUS .; Pentium N3540, HD Graphics, 4 Гб, 128 Гб, Нет";10 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_asus_pentium_n3540_hd_graphics_4_gb_128_gb_net/
516;"Ноутбук Sony PCG-71211V; Core i3-330M, AMD Radeon HD 5000 Series, 4 Гб, Нет, 320 Гб";10 990;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_sony_pcg_71211v_core_i3_330m_amd_radeon_hd_5000_series_4_gb_net_320_gb/
517;"Ноутбук HP; A10-5750M, Нет, 8 Гб, 240 Гб, Нет";10 900;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_hp_a10_5750m_net_8_gb_240_gb_net/
518;"Ноутбук HP 430 g2; Core i3-5010U, Intel UHD Graphics 620, 8 Гб, 240 Гб, Нет";10 590;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_hp_430_g2_core_i3_5010u_intel_uhd_graphics_620_8_gb_240_gb_net/
519;"Ноутбук ASUS; Celeron N3060, HD Graphics, 4 Гб, Нет, 500 Гб";10 590;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_asus_celeron_n3060_hd_graphics_4_gb_net_500_gb/
520;"Ноутбук Acer; Celeron N3350, Intel HD Graphics 500, 4 Гб, Нет, 500 Гб";10 590;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_acer_celeron_n3350_intel_hd_graphics_500_4_gb_net_500_gb/
521;"Ноутбук HP; A8-4500M, Radeon HD 7640G, 4 Гб, Нет, 500 Гб";10 500;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_hp_a8_4500m_radeon_hd_7640g_4_gb_net_500_gb/
522;"Ноутбук Dexp Aquilon C15-ICW201; Celeron N4020, Intel UHD Graphics 600, 4 Гб, 128 Гб, Нет";10 500;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_dexp_aquilon_c15_icw201_celeron_n4020_intel_uhd_graphics_600_4_gb_128_gb_net_1/
523;"Ноутбук ASUS X553M; Intel, Pentium, Pentium N3530, Intel, HD Graphics, 4 Гб, Нет, 500 Гб";10 500;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_asus_x553m_intel_pentium_pentium_n3530_intel_hd_graphics_4_gb_net_500_gb/
524;"Ноутбук Lenovo; A10-5750M, Radeon HD 8650G, 6 Гб, Нет, 1 Tb";10 500;https://zstandart.ru/catalog/tekhnika/noutbuki_i_kompyutery/noutbuki/noutbuk_lenovo_a10_5750m_radeon_hd_8650g_6_gb_net_1_tb/
